node_id,address,anomaly_score
3978,0x7e628e98b2e2b70d0a69c1de43ae15a43ec38202,7.97119194269181
5247,0xa6baffd3d39f5d114c3ec54b74924cf46acb1246,7.97119194269181
5246,0xa6a205f6de916c4f60336b04aa95799ae1e0fdcf,7.97119194269181
5245,0xa68e8fe312560ccb0e35e1c3bab358d4215d6af6,7.97119194269181
5244,0xa683b90182886fe5051c37a128852a0ad8d2db93,7.97119194269181
5243,0xa67af3850f244390fd6a725e49b39ba36c007b76,7.97119194269181
5242,0xa674737ef8cac3fe2b38446a902ad26516281133,7.97119194269181
5241,0xa6725a72e7ccc332b844ed1eef1e08867c14eec6,7.97119194269181
5240,0xa66274261b7bd155a8ce7ea9865798a4b652a2f7,7.97119194269181
5239,0xa647b5d11e8bfc9d7b75160372ce4490007ad8b2,7.97119194269181
5238,0xa6465040f6998af762dc2b938dbd556f36eac87a,7.97119194269181
5237,0xa6452a02f59984aba4c26da0d136dafa7a496321,7.97119194269181
5236,0xa6404373651d9a13b38c392873d92f54f01b6709,7.97119194269181
5248,0xa6cc58f291cc9feb2d06e336a958234b9681daba,7.97119194269181
5235,0xa63a376976740472b8e49cf5b24e3224516c52f2,7.97119194269181
5233,0xa6342054a54f25dca7a78f3b8f9fe84c6c10b5a6,7.97119194269181
5232,0xa62b702551b8f72225b1eb55639863300dc20873,7.97119194269181
5231,0xa627fa8bf764e2119d8587d200eebe2407761131,7.97119194269181
5230,0xa61f313657d8864d3f069803af394276058e2d03,7.97119194269181
5229,0xa6031a9f6825efef153d51592ce2c2080d7c4c2b,7.97119194269181
5228,0xa6014f991e7a783a550b83a504963de4e5e86be2,7.97119194269181
5227,0xa5f975daa297293171716605782a42609279bfcb,7.97119194269181
5226,0xa5f1b8fe864874a4ff8bacfae0fa91cd5451d841,7.97119194269181
5225,0xa5ee2fac19ff4684c93a881cef81c4706dba76d5,7.97119194269181
5224,0xa5df78a144131fe91ec409a46120dbc396ce4c4d,7.97119194269181
5223,0xa5dea06bc483b22bb24eb33e80695d013cd71a2c,7.97119194269181
5222,0xa5dd0954be26369608c0de8815b152d5c75a23c9,7.97119194269181
5234,0xa635c7670314c4b1c8b5f3fcb1add938c90c1688,7.97119194269181
5221,0xa5cc243f6afea8056102187d0f1cd0668fb1748c,7.97119194269181
