address,recon_mse,z_score,is_anomaly_top5pct
0x167a9333bf582556f35bd4d16a7e80e191aa6476,970.8292,79.92014,1
0x1f69b6147203344049ea381f5dd2008714caedda,278.11703,22.873,1
0x0ce15800ebc76a1034d320ad2abcd0e77ba52ece,271.76898,22.350216,1
0x1938a448d105d26c40a52a1bfe99b8ca7a745ad0,183.51154,15.0819235,1
0xd28493e737fbcc957f3716143ed6e40f40357b51,119.24778,9.789589,1
0xfea2c6d96f0bd4cd4d638bcefa7968146c74df37,91.0818,7.470028,1
0x0000000000000000000000000000000000000000,81.36566,6.6698713,1
0x1d5a1eaf90218e91f2bb32e42b0b02ff39827d16,74.38716,6.0951686,1
0xd4b394c60bb55f80df30dac87b6f92be34739332,64.85429,5.310105,1
0xf204a7552bb25302a70f8695c7d5edbc8e32cb85,58.322456,4.772187,1
0x99a7f147a106fc8d0f650175e095a31c198fd94f,42.606216,3.4779027,1
0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,35.61731,2.902343,1
0xc32b1345acae345c595d3bbcf62e14e5f3020456,19.59917,1.5831962,1
0xb5f756611eddfbd63f4e8d28f2a62a401431c35a,17.81641,1.4363799,1
0xf80a39a8bb160b82ace500e951e4ae61b0eb616e,16.721476,1.3462085,1
0x8ac3da133b4112db01e838ae5038e433c6197336,14.515411,1.1645317,1
0xf37b1a35647e4efc1afec5bb870e0bcbf1ac2ffc,7.8934383,0.6191903,1
0x9a9eb7e103230d3baf2bd2ddc7eae69dbb3f77b8,7.325627,0.5724291,1
0x32f042b0b01f10247493a950456f4c4304d46ba5,6.9088316,0.53810465,1
0x80c3c8582cc88172bcad6c28489ac5603a0cc0fe,5.2584896,0.40219355,1
0x95cbeafa4b2d5fe18eb284e1b767d68d450bf56e,4.496895,0.3394737,1
0xcfc387b2d9bb52200d942752f44a41d658ee82de,3.5479975,0.26132885,1
0xad1f0d73b4fb00f3b0e570bc28da92a3831d9030,3.3821168,0.24766803,1
0x19095a519eccd68213b6aa7a80577337d291006e,3.258599,0.23749593,1
0xffef32ac831b0cf1ea4bbe8513cb51eb55846a70,3.0197067,0.21782236,1
0xf66a9122aeee6ec0beb6634ea3fc1dd03664f099,2.8281271,0.20204514,1
0xedfdf676443273cb95138caf2ffd4d5b13e72032,2.3918085,0.16611286,1
0xdc469e27d671ceff9d7464337a34ba18fda17f9a,2.2309,0.1528615,1
0xfa9b57cbe5b7bd63b436dcf205c15222b510ff27,2.1148045,0.14330065,1
0xa533574c3199db25bb91184ecc37e254fa08bee3,2.0012043,0.1339453,1
0x382ffce2287252f930e1c8dc9328dac5bf282ba1,1.9657173,0.13102283,1
0x88f27da912b34ac3755736dc66bdde4d855a2bf6,1.7038647,0.10945841,1
0x12e5de5a9acac024e08c60a1b063c3f17565a523,1.6748221,0.107066646,1
0xada2c19e3c1919f511b99c013e97bfdf20a4a168,1.6405228,0.104242,1
0x9763d6413141e23a32d1459fe7cfde6a4cddcb36,1.6104789,0.10176777,1
0x429cf888dae41d589d57f6dc685707bec755fe63,1.4812568,0.09112592,1
0xd5007b98da278ef9994160e570f94778880126e1,1.4387827,0.08762802,1
0x922168749496de39b038516a103154c3e42af0ae,1.411106,0.08534876,1
0x7df4f3635e65b88fc6adc0594f6d6968a2ff2703,1.4015703,0.08456346,1
0xe445fd900149019dc58ae0c60e89c35b49c95776,1.3575989,0.08094227,1
